,customer_id,age,gender,city,email
3860,C003861,23,Female,Lisbon,user3861@example.com
3861,C003862,48,Female,Coimbra,user3862@example.com
3862,C003863,51,Female,Faro,user3863@example.com
3863,C003864,29,Other,Porto,user3864@example.com
3864,C003865,50,Other,Coimbra,missing@email.com
3865,C003866,65,Male,Braga,user3866@example.com
3866,C003867,16,Other,Porto,user3867@example.com
3867,C003868,61,Male,Porto,user3868@example.com
3868,C003869,34,Female,Faro,user3869@example.com
3869,C003870,16,Male,Coimbra,user3870@example.com
3870,C003871,67,Female,Lisbon,user3871@example.com
3871,C003872,56,Male,Porto,user3872@example.com
3872,C003873,36,Male,Porto,user3873@example.com
3873,C003874,38,Male,Lisbon,user3874@example.com
3874,C003875,19,Female,Porto,user3875@example.com
3875,C003876,60,Male,Faro,user3876@example.com
3876,C003877,28,Male,Coimbra,user3877@example.com
3877,C003878,29,Other,Porto,user3878@example.com
3878,C003879,39,Male,Coimbra,user3879@example.com
3879,C003880,35,Other,Porto,user3880@example.com
3880,C003881,62,Female,Faro,user3881@example.com
3881,C003882,18,Other,Porto,user3882@example.com
3882,C003883,42,Female,Braga,user3883@example.com
3883,C003884,44,Other,Porto,user3884@example.com
3884,C003885,36,Female,Faro,user3885@example.com
3885,C003886,65,Male,Braga,user3886@example.com
3886,C003887,47,Male,Coimbra,user3887@example.com
3887,C003888,26,Male,Lisbon,user3888@example.com
3888,C003889,38,Female,Faro,user3889@example.com
3889,C003890,16,Female,Coimbra,user3890@example.com
3890,C003891,61,Other,Lisbon,user3891@example.com
3891,C003892,66,Other,Faro,user3892@example.com
3892,C003893,33,Male,Braga,user3893@example.com
3893,C003894,18,Other,Porto,user3894@example.com
3894,C003895,34,Other,Coimbra,user3895@example.com
3895,C003896,66,Female,Porto,user3896@example.com
3896,C003897,21,Male,Coimbra,user3897@example.com
3897,C003898,56,Female,Coimbra,user3898@example.com
3898,C003899,51,Female,Porto,user3899@example.com
3899,C003900,27,Male,Faro,user3900@example.com
3900,C003901,54,Other,Braga,user3901@example.com
3901,C003902,16,Other,Lisbon,user3902@example.com
3902,C003903,65,Male,Porto,user3903@example.com
3903,C003904,28,Other,Braga,user3904@example.com
3904,C003905,49,Female,Faro,user3905@example.com
3905,C003906,18,Female,Coimbra,user3906@example.com
3906,C003907,37,Female,Coimbra,user3907@example.com
3907,C003908,37,Female,Faro,user3908@example.com
3908,C003909,52,Male,Porto,user3909@example.com
3909,C003910,60,Male,Coimbra,user3910@example.com
3910,C003911,68,Other,Faro,user3911@example.com
3911,C003912,18,Other,Faro,user3912@example.com
3912,C003913,38,Male,Coimbra,user3913@example.com
3913,C003914,19,Male,Lisbon,user3914@example.com
3914,C003915,39,Female,Porto,user3915@example.com
3915,C003916,62,Male,Coimbra,user3916@example.com
3916,C003917,26,???,Lisbon,user3917@example.com
3917,C003918,23,Female,Coimbra,user3918@example.com
3918,C003919,32,Female,Braga,user3919@example.com
3919,C003920,67,Other,Faro,user3920@example.com
3920,C003921,44,Male,Coimbra,user3921@example.com
3921,C003922,46,Other,Coimbra,user3922@example.com
3922,C003923,67,Female,Porto,user3923@example.com
3923,C003924,65,Male,Braga,user3924@example.com
3924,C003925,49,Male,Lisbon,user3925@example.com
3925,C003926,63,Other,Porto,user3926@example.com
3926,C003927,64,Female,Braga,user3927@example.com
3927,C003928,58,Male,Coimbra,user3928@example.com
3928,C003929,66,Male,Coimbra,user3929@example.com
3929,C003930,45,Female,Coimbra,user3930@example.com
3930,C003931,50,Other,Lisbon,user3931@example.com
3931,C003932,42,Female,Braga,user3932@example.com
3932,C003933,52,Female,Coimbra,user3933@example.com
3933,C003934,50,Female,Porto,user3934@example.com
3934,C003935,49,Other,Braga,user3935@example.com
3935,C003936,21,Male,Faro,user3936@example.com
3936,C003937,40,Other,Coimbra,user3937@example.com
3937,C003938,68,Female,Braga,user3938@example.com
3938,C003939,67,Female,Porto,user3939@example.com
3939,C003940,18,Female,Lisbon,user3940@example.com
3940,C003941,42,Male,Porto,user3941@example.com
3941,C003942,34,Female,Lisbon,user3942@example.com
3942,C003943,59,Female,Braga,user3943@example.com
3943,C003944,18,Other,Braga,user3944@example.com
3944,C003945,45,Female,Braga,user3945@example.com
3945,C003946,52,Female,Braga,user3946@example.com
3946,C003947,64,Other,Porto,user3947@example.com
3947,C003948,30,Other,Coimbra,user3948@example.com
3948,C003949,16,Male,Lisbon,user3949@example.com
3949,C003950,22,Other,Porto,user3950@example.com
3950,C003951,57,Female,Braga,user3951@example.com
3951,C003952,47,Female,Porto,user3952@example.com
3952,C003953,35,Male,Faro,user3953@example.com
3953,C003954,29,Other,Porto,user3954@example.com
3954,C003955,52,Female,Porto,user3955@example.com
3955,C003956,37,Male,Faro,user3956@example.com
3956,C003957,20,Female,Coimbra,user3957@example.com
3957,C003958,20,Other,Braga,user3958@example.com
3958,C003959,36,???,Lisbon,user3959@example.com
3959,C003960,19,Male,Porto,user3960@example.com
3960,C003961,18,Female,Faro,user3961@example.com
3961,C003962,26,Male,Faro,user3962@example.com
3962,C003963,56,Male,Braga,user3963@example.com
3963,C003964,55,Other,Coimbra,user3964@example.com
3964,C003965,61,Other,Braga,user3965@example.com
3965,C003966,54,Female,Lisbon,user3966@example.com
3966,C003967,38,Other,Braga,user3967@example.com
3967,C003968,33,Other,Lisbon,user3968@example.com
3968,C003969,69,Male,Faro,user3969@example.com
3969,C003970,20,Male,Braga,user3970@example.com
3970,C003971,36,Male,Lisbon,missing@email.com
3971,C003972,64,Male,Porto,user3972@example.com
3972,C003973,57,Male,Braga,user3973@example.com
3973,C003974,43,Female,Porto,user3974@example.com
3974,C003975,42,Female,Porto,user3975@example.com
3975,C003976,39,Male,Porto,user3976@example.com
3976,C003977,22,Male,Braga,user3977@example.com
3977,C003978,66,Female,Porto,user3978@example.com
3978,C003979,60,Other,Coimbra,user3979@example.com
3979,C003980,21,Male,Faro,user3980@example.com
3980,C003981,60,Male,Braga,user3981@example.com
3981,C003982,56,Male,Coimbra,user3982@example.com
3982,C003983,66,Female,Coimbra,user3983@example.com
3983,C003984,16,Male,Braga,user3984@example.com
3984,C003985,60,Female,Faro,user3985@example.com
3985,C003986,35,Male,Lisbon,user3986@example.com
3986,C003987,59,Other,Coimbra,user3987@example.com
3987,C003988,35,Other,Faro,user3988@example.com
3988,C003989,50,Female,Faro,user3989@example.com
3989,C003990,24,Female,Coimbra,user3990@example.com
3990,C003991,20,Other,Braga,user3991@example.com
3991,C003992,68,Female,Coimbra,user3992@example.com
3992,C003993,65,Other,Coimbra,user3993@example.com
3993,C003994,38,Female,Lisbon,user3994@example.com
3994,C003995,56,Male,Braga,user3995@example.com
3995,C003996,37,Male,Braga,user3996@example.com
3996,C003997,53,Other,Lisbon,user3997@example.com
3997,C003998,27,Other,Lisbon,user3998@example.com
3998,C003999,60,Other,Faro,user3999@example.com
3999,C004000,37,Male,Braga,user4000@example.com
4000,C004001,18,Other,Porto,user4001@example.com
4001,C004002,53,Other,Faro,user4002@example.com
4002,C004003,57,Other,Faro,missing@email.com
4003,C004004,41,???,Porto,user4004@example.com
4004,C004005,39,Other,Faro,user4005@example.com
4005,C004006,28,Female,Faro,user4006@example.com
4006,C004007,18,Female,Lisbon,user4007@example.com
4007,C004008,20,Female,Lisbon,user4008@example.com
4008,C004009,37,Other,Porto,user4009@example.com
4009,C004010,38,Other,Coimbra,user4010@example.com
4010,C004011,41,Other,Lisbon,user4011@example.com
4011,C004012,64,Female,Faro,user4012@example.com
4012,C004013,17,Male,Faro,user4013@example.com
4013,C004014,47,Female,Faro,user4014@example.com
4014,C004015,47,Female,Faro,user4015@example.com
4015,C004016,42,Female,Lisbon,user4016@example.com
4016,C004017,37,Female,Faro,user4017@example.com
4017,C004018,46,Other,Porto,user4018@example.com
4018,C004019,42,Other,Porto,user4019@example.com
4019,C004020,47,Female,Faro,user4020@example.com
4020,C004021,58,Female,Coimbra,user4021@example.com
4021,C004022,44,Female,Lisbon,user4022@example.com
4022,C004023,60,Female,Faro,user4023@example.com
4023,C004024,16,Female,Lisbon,user4024@example.com
4024,C004025,36,Male,Porto,user4025@example.com
4025,C004026,44,Female,Lisbon,user4026@example.com
4026,C004027,30,Other,Braga,user4027@example.com
4027,C004028,52,Male,Faro,user4028@example.com
4028,C004029,33,Female,Braga,user4029@example.com
4029,C004030,50,Other,Faro,user4030@example.com
4030,C004031,57,Male,Coimbra,user4031@example.com
4031,C004032,68,Female,Faro,user4032@example.com
4032,C004033,35,Male,Coimbra,user4033@example.com
4033,C004034,52,Other,Porto,user4034@example.com
4034,C004035,16,Other,Lisbon,user4035@example.com
4035,C004036,34,Other,Lisbon,user4036@example.com
4036,C004037,17,Other,Braga,user4037@example.com
4037,C004038,48,Male,Braga,user4038@example.com
4038,C004039,40,Female,Coimbra,user4039@example.com
4039,C004040,40,Other,Braga,user4040@example.com
4040,C004041,50,Female,Faro,user4041@example.com
4041,C004042,17,Female,Faro,user4042@example.com
4042,C004043,69,Female,Coimbra,user4043@example.com
4043,C004044,25,Male,Porto,user4044@example.com
4044,C004045,31,Female,Coimbra,user4045@example.com
4045,C004046,42,Other,Porto,user4046@example.com
4046,C004047,68,Female,Coimbra,user4047@example.com
4047,C004048,47,Female,Faro,user4048@example.com
4048,C004049,25,Female,Braga,user4049@example.com
4049,C004050,69,Other,Coimbra,user4050@example.com
4050,C004051,37,Female,Lisbon,user4051@example.com
4051,C004052,25,Male,Lisbon,user4052@example.com
4052,C004053,34,Other,Faro,user4053@example.com
4053,C004054,65,Male,Porto,user4054@example.com
4054,C004055,17,Male,Coimbra,user4055@example.com
4055,C004056,69,Male,Lisbon,user4056@example.com
4056,C004057,51,Other,Coimbra,user4057@example.com
4057,C004058,60,Male,Lisbon,user4058@example.com
4058,C004059,35,Male,Porto,user4059@example.com
4059,C004060,62,Male,Faro,user4060@example.com
4060,C004061,27,Male,Coimbra,user4061@example.com
4061,C004062,56,Other,Coimbra,user4062@example.com
4062,C004063,23,Other,Lisbon,user4063@example.com
4063,C004064,41,Male,Porto,user4064@example.com
4064,C004065,40,Other,Lisbon,user4065@example.com
4065,C004066,20,Male,Lisbon,user4066@example.com
4066,C004067,61,Female,Lisbon,user4067@example.com
4067,C004068,60,Female,Lisbon,user4068@example.com
4068,C004069,34,Other,Porto,user4069@example.com
4069,C004070,19,Male,Porto,user4070@example.com
4070,C004071,31,Other,Lisbon,user4071@example.com
4071,C004072,58,Male,Coimbra,user4072@example.com
4072,C004073,46,Male,Faro,user4073@example.com
4073,C004074,47,Other,Porto,user4074@example.com
4074,C004075,59,Female,Braga,user4075@example.com
4075,C004076,67,Female,Faro,user4076@example.com
4076,C004077,45,Other,Braga,user4077@example.com
4077,C004078,54,Other,Lisbon,user4078@example.com
4078,C004079,21,Male,Faro,user4079@example.com
4079,C004080,17,Male,Lisbon,user4080@example.com
4080,C004081,17,Other,Coimbra,user4081@example.com
4081,C004082,36,Male,Lisbon,user4082@example.com
4082,C004083,20,Other,Braga,user4083@example.com
4083,C004084,64,Male,Lisbon,user4084@example.com
4084,C004085,16,Male,Braga,user4085@example.com
4085,C004086,67,Other,Coimbra,user4086@example.com
4086,C004087,32,Female,Faro,user4087@example.com
4087,C004088,35,Female,Lisbon,user4088@example.com
4088,C004089,55,Female,Faro,user4089@example.com
4089,C004090,69,Male,Braga,user4090@example.com
4090,C004091,27,Male,Coimbra,user4091@example.com
4091,C004092,63,Male,Braga,user4092@example.com
4092,C004093,45,Female,Lisbon,user4093@example.com
4093,C004094,18,Male,Braga,user4094@example.com
4094,C004095,67,Male,Braga,user4095@example.com
4095,C004096,68,Female,Coimbra,user4096@example.com
4096,C004097,27,Male,Porto,user4097@example.com
4097,C004098,44,Female,Braga,user4098@example.com
4098,C004099,44,Female,Coimbra,user4099@example.com
4099,C004100,30,Other,Coimbra,user4100@example.com
4100,C004101,22,Female,Faro,user4101@example.com
4101,C004102,55,Male,Braga,user4102@example.com
4102,C004103,63,Other,Lisbon,user4103@example.com
4103,C004104,44,Female,Braga,user4104@example.com
4104,C004105,45,Female,Porto,user4105@example.com
4105,C004106,55,Other,Lisbon,user4106@example.com
4106,C004107,25,Male,Coimbra,user4107@example.com
4107,C004108,49,Male,Faro,user4108@example.com
4108,C004109,33,Other,Coimbra,user4109@example.com
4109,C004110,20,Male,Braga,user4110@example.com
4110,C004111,29,Female,Porto,user4111@example.com
4111,C004112,40,Male,Coimbra,user4112@example.com
4112,C004113,27,Other,Lisbon,user4113@example.com
4113,C004114,38,Other,Coimbra,user4114@example.com
4114,C004115,57,Male,Coimbra,user4115@example.com
4115,C004116,22,Female,Porto,user4116@example.com
4116,C004117,61,Female,Porto,user4117@example.com
4117,C004118,23,Male,Porto,user4118@example.com
4118,C004119,19,Male,Coimbra,user4119@example.com
4119,C004120,64,Male,Braga,user4120@example.com
4120,C004121,64,Male,Coimbra,user4121@example.com
4121,C004122,41,Female,Coimbra,user4122@example.com
4122,C004123,31,Male,Lisbon,user4123@example.com
4123,C004124,51,Female,Lisbon,user4124@example.com
4124,C004125,44,Male,Porto,user4125@example.com
4125,C004126,69,Female,Faro,user4126@example.com
4126,C004127,63,Other,Lisbon,user4127@example.com
4127,C004128,16,Other,Porto,user4128@example.com
4128,C004129,43,Male,Lisbon,user4129@example.com
4129,C004130,50,Male,Braga,user4130@example.com
4130,C004131,26,Male,Faro,user4131@example.com
4131,C004132,29,Male,Braga,user4132@example.com
4132,C004133,27,Female,Lisbon,user4133@example.com
4133,C004134,69,Other,Lisbon,user4134@example.com
4134,C004135,61,Male,Coimbra,user4135@example.com
4135,C004136,44,Male,Coimbra,user4136@example.com
4136,C004137,28,Other,Faro,user4137@example.com
4137,C004138,63,Other,Lisbon,user4138@example.com
4138,C004139,62,Other,Coimbra,user4139@example.com
4139,C004140,46,Male,Faro,user4140@example.com
4140,C004141,22,Male,Lisbon,user4141@example.com
4141,C004142,69,Male,Porto,user4142@example.com
4142,C004143,57,Other,Faro,user4143@example.com
4143,C004144,58,Male,Faro,user4144@example.com
4144,C004145,26,Other,Porto,user4145@example.com
4145,C004146,48,Male,Braga,user4146@example.com
4146,C004147,36,Male,Braga,user4147@example.com
4147,C004148,53,Male,Lisbon,user4148@example.com
4148,C004149,60,Other,Faro,user4149@example.com
4149,C004150,50,Female,Coimbra,user4150@example.com
4150,C004151,21,Other,Braga,user4151@example.com
4151,C004152,34,Male,Lisbon,user4152@example.com
4152,C004153,59,Male,Porto,user4153@example.com
4153,C004154,68,Female,Braga,user4154@example.com
4154,C004155,59,Female,Faro,user4155@example.com
4155,C004156,67,Other,Porto,user4156@example.com
4156,C004157,31,Male,Faro,user4157@example.com
4157,C004158,33,Other,Braga,user4158@example.com
4158,C004159,32,Female,Porto,user4159@example.com
4159,C004160,50,Female,Coimbra,user4160@example.com
4160,C004161,66,Female,Coimbra,user4161@example.com
4161,C004162,42,Female,Braga,user4162@example.com
4162,C004163,61,Male,Coimbra,user4163@example.com
4163,C004164,41,Male,Coimbra,user4164@example.com
4164,C004165,37,Other,Coimbra,user4165@example.com
4165,C004166,34,Female,Coimbra,user4166@example.com
4166,C004167,54,Male,Coimbra,user4167@example.com
4167,C004168,48,Other,Coimbra,user4168@example.com
4168,C004169,17,Male,Lisbon,user4169@example.com
4169,C004170,63,Other,Lisbon,user4170@example.com
4170,C004171,49,Female,Coimbra,user4171@example.com
4171,C004172,17,Female,Coimbra,user4172@example.com
4172,C004173,62,Male,Faro,user4173@example.com
4173,C004174,21,Male,Coimbra,user4174@example.com
4174,C004175,49,Female,Coimbra,user4175@example.com
4175,C004176,69,Female,Braga,user4176@example.com
4176,C004177,62,Female,Faro,user4177@example.com
4177,C004178,58,Female,Coimbra,user4178@example.com
4178,C004179,19,Other,Porto,user4179@example.com
4179,C004180,45,Male,Braga,user4180@example.com
4180,C004181,42,Male,Faro,user4181@example.com
4181,C004182,30,Female,Porto,user4182@example.com
4182,C004183,57,Male,Braga,user4183@example.com
4183,C004184,41,Female,Lisbon,user4184@example.com
4184,C004185,19,Other,Porto,user4185@example.com
4185,C004186,45,Male,Porto,user4186@example.com
4186,C004187,69,Other,Braga,user4187@example.com
4187,C004188,59,Female,Lisbon,user4188@example.com
4188,C004189,21,Male,Coimbra,user4189@example.com
4189,C004190,17,Other,Braga,user4190@example.com
4190,C004191,28,Other,Lisbon,user4191@example.com
4191,C004192,52,Female,Porto,user4192@example.com
4192,C004193,17,Female,Lisbon,user4193@example.com
4193,C004194,65,Male,Coimbra,user4194@example.com
4194,C004195,50,Male,Porto,user4195@example.com
4195,C004196,36,Male,Coimbra,user4196@example.com
4196,C004197,43,Female,Lisbon,user4197@example.com
4197,C004198,29,Male,Porto,user4198@example.com
4198,C004199,41,Male,Braga,user4199@example.com
4199,C004200,21,Female,Braga,user4200@example.com
4200,C004201,62,Other,Braga,user4201@example.com
4201,C004202,26,Male,Braga,user4202@example.com
4202,C004203,58,Male,Braga,user4203@example.com
4203,C004204,26,Other,Braga,user4204@example.com
4204,C004205,60,Other,Porto,user4205@example.com
4205,C004206,61,Other,Coimbra,user4206@example.com
4206,C004207,55,Male,Braga,user4207@example.com
4207,C004208,59,Female,Porto,user4208@example.com
4208,C004209,55,Male,Braga,user4209@example.com
4209,C004210,45,Female,Lisbon,user4210@example.com
4210,C004211,40,Female,Porto,user4211@example.com
4211,C004212,50,Male,Lisbon,user4212@example.com
4212,C004213,41,Other,Porto,user4213@example.com
4213,C004214,37,Female,Faro,user4214@example.com
4214,C004215,30,Female,Porto,user4215@example.com
4215,C004216,47,Other,Faro,user4216@example.com
4216,C004217,33,Other,Porto,user4217@example.com
4217,C004218,29,Other,Coimbra,user4218@example.com
4218,C004219,56,Other,Faro,user4219@example.com
4219,C004220,53,Other,Coimbra,user4220@example.com
4220,C004221,20,Other,Braga,user4221@example.com
4221,C004222,50,Other,Faro,user4222@example.com
4222,C004223,38,Female,Porto,user4223@example.com
4223,C004224,68,Male,Lisbon,user4224@example.com
4224,C004225,48,Male,Braga,user4225@example.com
4225,C004226,44,Other,Braga,user4226@example.com
4226,C004227,69,Male,Coimbra,user4227@example.com
4227,C004228,39,Other,Coimbra,user4228@example.com
4228,C004229,64,Other,Lisbon,user4229@example.com
4229,C004230,27,Other,Faro,user4230@example.com
4230,C004231,58,Male,Lisbon,user4231@example.com
4231,C004232,30,Female,Coimbra,user4232@example.com
4232,C004233,61,Male,Lisbon,user4233@example.com
4233,C004234,35,Female,Lisbon,missing@email.com
4234,C004235,17,Other,Lisbon,user4235@example.com
4235,C004236,31,Other,Lisbon,user4236@example.com
4236,C004237,54,Male,Lisbon,user4237@example.com
4237,C004238,35,Female,Lisbon,user4238@example.com
4238,C004239,65,Other,Faro,user4239@example.com
4239,C004240,65,Male,Porto,user4240@example.com
4240,C004241,26,Male,Faro,user4241@example.com
4241,C004242,65,Other,Porto,user4242@example.com
4242,C004243,32,Female,Faro,user4243@example.com
4243,C004244,48,Male,Lisbon,user4244@example.com
4244,C004245,69,Other,Lisbon,user4245@example.com
4245,C004246,20,Other,Braga,user4246@example.com
4246,C004247,49,Male,Braga,user4247@example.com
4247,C004248,43,Female,Braga,user4248@example.com
4248,C004249,65,Female,Lisbon,user4249@example.com
4249,C004250,56,Female,Braga,user4250@example.com
4250,C004251,27,Other,Coimbra,user4251@example.com
4251,C004252,50,Female,Lisbon,user4252@example.com
4252,C004253,25,Male,Braga,user4253@example.com
4253,C004254,21,Male,Braga,user4254@example.com
4254,C004255,37,Other,Faro,user4255@example.com
4255,C004256,57,Other,Porto,user4256@example.com
4256,C004257,64,Male,Braga,user4257@example.com
4257,C004258,45,Other,Faro,user4258@example.com
4258,C004259,65,Female,Braga,user4259@example.com
4259,C004260,67,Female,Coimbra,user4260@example.com
4260,C004261,37,Male,Faro,missing@email.com
4261,C004262,55,Female,Lisbon,user4262@example.com
4262,C004263,53,???,Coimbra,user4263@example.com
4263,C004264,41,Female,Coimbra,user4264@example.com
4264,C004265,49,Female,Faro,user4265@example.com
4265,C004266,34,Male,Lisbon,user4266@example.com
4266,C004267,26,Male,Lisbon,user4267@example.com
4267,C004268,39,Female,Coimbra,user4268@example.com
4268,C004269,66,Male,Coimbra,user4269@example.com
4269,C004270,17,Other,Porto,user4270@example.com
4270,C004271,43,Female,Braga,user4271@example.com
4271,C004272,26,Male,Braga,user4272@example.com
4272,C004273,40,Other,Braga,user4273@example.com
4273,C004274,20,Other,Braga,user4274@example.com
4274,C004275,42,Other,Porto,user4275@example.com
4275,C004276,60,Male,Braga,user4276@example.com
4276,C004277,30,Male,Braga,user4277@example.com
4277,C004278,35,Male,Lisbon,user4278@example.com
4278,C004279,20,Other,Faro,user4279@example.com
4279,C004280,22,Other,Coimbra,user4280@example.com
4280,C004281,62,Other,Lisbon,user4281@example.com
4281,C004282,69,Male,Braga,user4282@example.com
4282,C004283,65,Female,Coimbra,user4283@example.com
4283,C004284,41,Female,Braga,user4284@example.com
4284,C004285,57,Other,Porto,user4285@example.com
4285,C004286,57,Other,Faro,user4286@example.com
4286,C004287,35,Female,Coimbra,user4287@example.com
4287,C004288,46,Other,Lisbon,user4288@example.com
4288,C004289,20,Male,Porto,user4289@example.com
4289,C004290,18,Female,Faro,user4290@example.com
4290,C004291,48,Other,Porto,user4291@example.com
4291,C004292,33,Female,Lisbon,user4292@example.com
4292,C004293,17,Other,Braga,user4293@example.com
4293,C004294,47,Other,Porto,user4294@example.com
4294,C004295,64,Other,Lisbon,user4295@example.com
4295,C004296,35,Female,Porto,user4296@example.com
4296,C004297,38,Female,Braga,user4297@example.com
4297,C004298,64,Female,Lisbon,user4298@example.com
4298,C004299,16,Male,Braga,user4299@example.com
4299,C004300,38,Other,Porto,user4300@example.com
4300,C004301,45,Male,Braga,user4301@example.com
4301,C004302,58,Other,Braga,user4302@example.com
4302,C004303,65,Male,Coimbra,user4303@example.com
4303,C004304,63,Female,Coimbra,user4304@example.com
4304,C004305,55,Female,Porto,user4305@example.com
4305,C004306,37,Female,Porto,user4306@example.com
4306,C004307,43,Male,Faro,user4307@example.com
4307,C004308,20,Other,Coimbra,user4308@example.com
4308,C004309,45,Male,Porto,user4309@example.com
4309,C004310,66,Male,Faro,user4310@example.com
4310,C004311,34,Female,Lisbon,user4311@example.com
4311,C004312,50,Other,Faro,user4312@example.com
4312,C004313,38,Other,Porto,user4313@example.com
4313,C004314,22,Female,Lisbon,user4314@example.com
4314,C004315,65,Other,Faro,user4315@example.com
4315,C004316,35,Other,Porto,user4316@example.com
4316,C004317,38,Female,Faro,user4317@example.com
4317,C004318,50,Female,Porto,user4318@example.com
4318,C004319,50,Other,Porto,user4319@example.com
4319,C004320,55,Other,Lisbon,user4320@example.com
4320,C004321,45,Female,Porto,user4321@example.com
4321,C004322,67,Other,Faro,user4322@example.com
4322,C004323,40,Female,Porto,user4323@example.com
4323,C004324,64,Male,Faro,user4324@example.com
4324,C004325,18,Other,Porto,user4325@example.com
4325,C004326,55,Other,Braga,user4326@example.com
4326,C004327,30,Other,Lisbon,user4327@example.com
4327,C004328,67,Male,Coimbra,missing@email.com
4328,C004329,33,Other,Porto,user4329@example.com
4329,C004330,41,???,Braga,user4330@example.com
4330,C004331,52,Female,Braga,user4331@example.com
4331,C004332,54,Female,Coimbra,user4332@example.com
4332,C004333,67,Female,Lisbon,user4333@example.com
4333,C004334,67,Other,Coimbra,user4334@example.com
4334,C004335,64,Female,Porto,user4335@example.com
4335,C004336,47,Male,Lisbon,user4336@example.com
4336,C004337,28,Male,Lisbon,user4337@example.com
4337,C004338,64,Female,Porto,user4338@example.com
4338,C004339,17,Male,Faro,user4339@example.com
4339,C004340,28,Male,Braga,missing@email.com
4340,C004341,64,Female,Faro,user4341@example.com
4341,C004342,51,Male,Coimbra,user4342@example.com
4342,C004343,23,Male,Faro,user4343@example.com
4343,C004344,42,Other,Porto,user4344@example.com
4344,C004345,69,Female,Lisbon,user4345@example.com
4345,C004346,45,Male,Coimbra,user4346@example.com
4346,C004347,38,Male,Faro,user4347@example.com
4347,C004348,57,Female,Braga,user4348@example.com
4348,C004349,30,Male,Porto,user4349@example.com
4349,C004350,32,Other,Coimbra,user4350@example.com
4350,C004351,18,Female,Braga,user4351@example.com
4351,C004352,45,Male,Faro,user4352@example.com
4352,C004353,55,Female,Braga,user4353@example.com
4353,C004354,36,Male,Porto,user4354@example.com
4354,C004355,68,Female,Braga,user4355@example.com
4355,C004356,44,Female,Lisbon,user4356@example.com
4356,C004357,34,Male,Faro,user4357@example.com
4357,C004358,25,Other,Lisbon,user4358@example.com
4358,C004359,61,Other,Lisbon,user4359@example.com
4359,C004360,45,Other,Coimbra,user4360@example.com
4360,C004361,35,Female,Braga,user4361@example.com
4361,C004362,17,Male,Lisbon,user4362@example.com
4362,C004363,52,Male,Porto,user4363@example.com
4363,C004364,24,Male,Porto,user4364@example.com
4364,C004365,16,Female,Faro,user4365@example.com
4365,C004366,51,Male,Braga,user4366@example.com
4366,C004367,54,Other,Braga,user4367@example.com
4367,C004368,16,Other,Braga,user4368@example.com
4368,C004369,21,Other,Faro,user4369@example.com
4369,C004370,54,Other,Lisbon,user4370@example.com
4370,C004371,68,Female,Lisbon,user4371@example.com
4371,C004372,61,Female,Faro,user4372@example.com
4372,C004373,25,Female,Braga,user4373@example.com
4373,C004374,25,Male,Porto,user4374@example.com
4374,C004375,30,Other,Faro,user4375@example.com
4375,C004376,67,Female,Lisbon,user4376@example.com
4376,C004377,17,???,Faro,user4377@example.com
4377,C004378,47,Male,Porto,user4378@example.com
4378,C004379,31,Other,Coimbra,user4379@example.com
4379,C004380,64,Other,Lisbon,user4380@example.com
4380,C004381,69,Other,Lisbon,user4381@example.com
4381,C004382,19,Male,Faro,missing@email.com
4382,C004383,23,Female,Coimbra,user4383@example.com
4383,C004384,33,Other,Coimbra,user4384@example.com
4384,C004385,20,Male,Braga,user4385@example.com
4385,C004386,18,Other,Lisbon,user4386@example.com
4386,C004387,46,Other,Coimbra,user4387@example.com
4387,C004388,53,Other,Braga,user4388@example.com
4388,C004389,19,Other,Lisbon,user4389@example.com
4389,C004390,50,Male,Lisbon,user4390@example.com
4390,C004391,33,Female,Lisbon,user4391@example.com
4391,C004392,33,Female,Faro,user4392@example.com
4392,C004393,28,???,Coimbra,user4393@example.com
4393,C004394,22,Other,Porto,user4394@example.com
4394,C004395,16,Male,Braga,user4395@example.com
4395,C004396,54,Female,Porto,user4396@example.com
4396,C004397,60,Female,Porto,user4397@example.com
4397,C004398,26,Female,Coimbra,user4398@example.com
4398,C004399,39,Other,Lisbon,user4399@example.com
4399,C004400,59,Other,Braga,user4400@example.com
4400,C004401,56,Other,Coimbra,user4401@example.com
4401,C004402,45,Other,Faro,user4402@example.com
4402,C004403,26,Female,Braga,user4403@example.com
4403,C004404,60,Other,Braga,user4404@example.com
4404,C004405,54,Male,Faro,user4405@example.com
4405,C004406,45,Other,Coimbra,user4406@example.com
4406,C004407,67,Female,Braga,user4407@example.com
4407,C004408,43,Female,Faro,user4408@example.com
4408,C004409,55,Female,Porto,user4409@example.com
4409,C004410,46,Male,Faro,user4410@example.com
4410,C004411,33,Male,Lisbon,user4411@example.com
4411,C004412,22,Male,Faro,user4412@example.com
4412,C004413,49,Female,Porto,user4413@example.com
4413,C004414,39,Male,Lisbon,user4414@example.com
4414,C004415,29,Female,Faro,user4415@example.com
4415,C004416,60,Male,Coimbra,user4416@example.com
4416,C004417,60,Male,Faro,user4417@example.com
4417,C004418,59,Female,Faro,user4418@example.com
4418,C004419,21,Other,Lisbon,user4419@example.com
4419,C004420,41,Other,Faro,user4420@example.com
4420,C004421,52,Male,Faro,user4421@example.com
4421,C004422,45,Female,Coimbra,user4422@example.com
4422,C004423,23,Other,Lisbon,user4423@example.com
4423,C004424,59,Female,Faro,user4424@example.com
